"sort_to_sheet","mat_type_code","mat_type","first_item_itype","call_number","isbn","bib_record_num","bib_record_id","publish_year","cataloging_date","best_title","best_title_norm","call_number","volume_statement","oldest_hold_date","newest_hold_date","bib_locations","abbv_bib_locations","count_active_holds","count_active_copies","count_copies_on_order"
"pop","j","Music CD","77","cd-popular jaheim j25m     2007","075678995729","b2573200a","420909368208","2007","2008-01-15","The making of a man [sound recording]","making of a man sound recording","cd-popular jaheim j25m     2007","","2019-05-17","2019-05-17","1pa,sha,wta","1p,sh,wt","1","0","0"
"pop","a","Book","0","fiction","9780842313070","b1621586a","420908416594","1994","1995-05-01","An echo in the darkness","echo in the darkness","fiction","","2019-07-03","2019-07-03","dta,1pa,1fa","dt,1p,1f","1","0","0"
"pop","8","LP Record","82","s 09138","46014610","b1029972a","420907824980","1979","1992-03-22","Soundeffects [sound recording]","soundeffects sound recording","s 09138","v.03","2019-05-19","2019-05-19","1fa","1f","1","0","0"
"pop","m","CD-ROM","134","372.4 j942 ,     1997","9780784912218","b1707934a","420908502942","1997","1998-09-23","Jump start 1st grade. Reading [electronic resource].","jump start 1st grade reading electronic resource","372.4 j942 ,     1997","","2019-04-28","2019-04-28","epj","ep","1","0","0"
"pop","j","Music CD","77","cd-jazz mallory m255c     2003","2003009","b2268100a","420909063108","2003","2004-05-20","Close enough for love [sound recording]","close enough for love sound recording","cd-jazz mallory m255c     2003","","2019-06-10","2019-06-10","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-rock yankovic y23j     1984","614223200422","b3159853a","420909954861","1984","2016-03-24","In 3-D [sound recording]","in 3 d sound recording","cd-rock yankovic y23j     1984","","2019-05-21","2019-05-21","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd 836b","7464471892","b3212516a","420910007524","1992","1992-11-13","La fanciulla del West [sound recording]","la fanciulla del west sound recording","cd 836b","","2019-06-14","2019-06-14","1fa","1f","1","0","0"
"pop","8","LP Record","82","lpx 01990","","b1020575a","420907815583","1973","1992-03-22","American graffiti.","american graffiti","lpx 01990","","2019-04-06","2019-04-06","1fa","1f","1","0","0"
"pop","a","Book","0","fiction","","b2579698a","420909374706","1960","2008-01-10","Uncle Tom's cabin, or, Life among the lowly","uncle toms cabin or life among the lowly","fiction","","2018-10-31","2018-10-31","cva,yhbsh","cv,yh","1","0","0"
"pop","a","Book","0","741.509 qm821      2016","9781941250129","b3202742a","420909997750","2016","2017-01-23","Brighter than you think : ten short works","brighter than you think ten short works","741.509 qm821      2016","","2019-06-13","2019-06-13","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9780892964475","b1463743a","420908258751","1994","1994-12-19","Shooting at loons","shooting at loons","fiction","","2018-09-15","2018-09-15","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd tvadult g646s6     2006","9781424817092","b2536914a","420909331922","2006","2007-10-19","Good times. The complete sixth season [videorecording]","good times the complete sixth season videorecording","dvd tvadult g646s6     2006","v.03","2019-05-29","2019-05-29","dta,gea,lva,1pa,wha","dt,ge,lv,1p,wh","1","0","0"
"pop","8","LP Record","82","s 07973","38929","b1123260a","420907918268","1983","1992-03-22","Eddie and the Cruisers [sound recording] : original motion picture soundtrack.","eddie and the cruisers sound recording original motion picture soundtrack","s 07973","","2019-05-27","2019-05-27","1pa,1fa","1p,1f","1","0","0"
"pop","8","LP Record","82","lp-rock nine n714d 1994","002568301","b3380851a","420910175859","2017","2018-08-29","The downward spiral","downward spiral","lp-rock nine n714d 1994","","2019-02-07","2019-02-07","1pa","1p","1","0","0"
"pop","a","Book","0","741.5 a358      2019","9780998705989","b3424266a","420910219274","2019","2019-05-23","Super Sikh : loves Elvis, hates bad guys","super sikh loves elvis hates bad guys","741.5 a358      2019","v.01","2019-06-12","2019-06-12","gra,1pa","gr,1p","1","0","0"
"pop","i","Book on CD","70","cdw 01496","9781590865019","b1785181a","420908580189","2003","2003-02-14","Seven dials [sound recording]","seven dials sound recording","cdw 01496","","2019-04-29","2019-04-29","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-jazz branford b821b     1991","7464469902","b1425106a","420908220114","1991","1993-03-23","The beautyful ones are not yet born [sound recording]","beautyful ones are not yet born sound recording","cd-jazz branford b821b     1991","","2019-03-18","2019-03-18","1pa,osa","1p,os","1","0","0"
"pop","g","DVD","101","dvd tvadult r418s5     2008","9781415741702","b3040499a","420909835507","2008","2015-04-20","Reno 911! The complete fifth season uncensored! [videorecording]","reno 911 the complete fifth season uncensored videorecording","dvd tvadult r418s5     2008","v.03","2019-05-10","2019-05-10","cla,cva,rea,sha,wta","cl,cv,re,sh,wt","1","0","0"
"pop","j","Music CD","77","cd-country michaela m621b     2016","888295391887","b3180310a","420909975318","2016","2016-06-08","Bright lights and the fame","bright lights and the fame","cd-country michaela m621b     2016","","2019-07-02","2019-07-02","dta,haa,1pa","dt,ha,1p","1","0","0"
"pop","j","Music CD","77","cd-popular billboard b596p63     1994","081227158422","b1784136a","420908579144","1994","2000-03-23","Billboard top pop hits. 1963 [sound recording].","billboard top pop hits 1963 sound recording","cd-popular billboard b596p63     1994","","2019-04-11","2019-04-11","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-country rodgers r691a     1991","1166110604","b1399429a","420908194437","1991","1993-12-03","America's blue yodeler, 1930-1931 [sound recording]","americas blue yodeler 1930 1931 sound recording","cd-country rodgers r691a     1991","","2019-05-05","2019-05-05","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-popular swv s9791b     2001","078636809625","b2572550a","420909367558","2001","2012-03-02","Best of SWV [sound recording].","best of swv sound recording","cd-popular swv s9791b     2001","","2019-06-07","2019-06-07","coa,1pa","co,1p","1","0","0"
"pop","g","DVD","101","dvd 791.430233 o76       2005","9780780030022","b2707571a","420909502579","2005","2005-12-15","Orson Welles's F for fake [videorecording]","orson welless f for fake videorecording","dvd 791.430233 o76       2005","","2019-05-06","2019-05-06","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9780553263510","b1227230a","420908022238","1987","1990-11-08","Death on demand","death on demand","fiction","","2018-09-26","2018-09-26","dta,1fa","dt,1f","1","0","0"
"pop","g","DVD","101","dvd tvadult b5711s7     2009","9781415746370","b2599109a","420909394117","2009","2009-04-02","Beverly Hills, 90210. The seventh season [videorecording]","beverly hills 90210 the seventh season videorecording","dvd tvadult b5711s7     2009","v.01","2019-04-20","2019-04-20","gea,1pa,1fa,sha,wwa","ge,1p,1f,sh,ww","1","0","0"
"pop","j","Music CD","77","cd 05567","8936804892","b1592400a","420908387408","1994","1996-06-13","Sinfonietta no. 1, op. 32/2 [sound recording] ; Sinfonietta no. 2, op. 58 [i.e. 68] ; Two pieces for string orchestra, op. 46 bis","sinfonietta no 1 op 32 2 sound recording sinfonietta no 2 op 58 i e 68 two pieces for string orchestra op 46 bis","cd 05567","","2019-03-20","2019-03-20","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd performance c649     2005","801213011292","b2638204a","420909433212","2005","2005-07-11","Club date. Live and in person, Elvis Costello and the Imposters with special guest, Emmy Lou [sic] Harris [videorecording]","club date live and in person elvis costello and the imposters with special guest emmy lou sic harris videorecording","dvd performance c649     2005","","2019-06-28","2019-06-28","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-popular williams w727r     2009","00888072308169","b2666486a","420909461494","2009","2009-07-28","The real thing [sound recording]","real thing sound recording","cd-popular williams w727r     2009","","2019-05-14","2019-05-14","cva,gea,1pa","cv,ge,1p","1","0","0"
"pop","j","Music CD","77","cd-popular hayes h417b     2009","888072312388","b2593624a","420909388632","2009","2009-03-25","Black Moses [sound recording]","black moses sound recording","cd-popular hayes h417b     2009","","2019-02-07","2019-02-07","wta","wt","1","0","0"
"pop","a","Book","0","741.5 qp654 ef     2015","9781616554095","b3052041a","420909847049","2015","2018-08-21","Elfquest : the final quest","elfquest the final quest","741.5 qp654 ef     2015","v.04","2019-05-06","2019-05-06","1pa,1fa","1p,1f","1","0","0"
"pop","j","Music CD","77","cd-jazz crawford c899f     2007","782356020726","b2726917a","420909521925","2007","2007-04-10","Feeling good [sound recording]","feeling good sound recording","cd-jazz crawford c899f     2007","","2018-07-29","2018-07-29","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd horror d2785     2014","9781616663049","b3021096a","420909816104","2014","2015-01-16","Dead within","dead within","dvd horror d2785     2014","","2019-06-25","2019-06-25","gea,1pa,wya","ge,1p,wy","1","0","0"
"pop","a","Book","0","fiction","9780030177767","b2493114a","420909288122","1976","1992-03-22","A world out of time : a novel","world out of time a novel","fiction","","2019-04-25","2019-04-25","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd 781.6609 d948      2008","801213025497","b3300732a","420910095740","2008","2017-09-06","Duran Duran : Rio","duran duran rio","dvd 781.6609 d948      2008","","2019-06-12","2019-06-12","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-blues patton p322k     1991","2001","b1994220a","420908789228","1991","2003-07-03","King of the Delta blues [sound recording]","king of the delta blues sound recording","cd-blues patton p322k     1991","","2019-04-28","2019-04-28","1pa","1p","1","0","0"
"pop","a","Book","0","613.25 r189","9780767909938","b1811345a","420908606353","2003","2003-03-11","Menu for life : African Americans get healthy, eat well, lose weight, and live beautifully","menu for life african americans get healthy eat well lose weight and live beautifully","613.25 r189","","2018-11-22","2018-11-22","1pa,2sa","1p,2s","1","0","0"
"pop","g","DVD","101","dvd suspense c4781sc     2004","9780792861041","b2684893a","420909479901","2004","2005-11-16","Charlie Chan in ""The scarlet clue"" [videorecording]","charlie chan in the scarlet clue videorecording","dvd suspense c4781sc     2004","","2019-06-05","2019-06-05","1pa","1p","1","0","0"
"pop","i","Book on CD","70","cdw 01047","9781586211967","b1991691a","420908786699","2001","2001-12-11","Violets are blue [sound recording]","violets are blue sound recording","cdw 01047","","2019-05-21","2019-05-21","osa","os","1","0","0"
"pop","g","DVD","101","dvd tvchild b3331v4     2005","9781419805585","b3089287a","420909884295","2005","2015-09-02","Batman : the animated series. Volume four","batman the animated series volume four","dvd tvchild b3331v4     2005","v.01","2019-05-20","2019-05-20","avj,bhj,dpj,grj,haj,1pj,mnj,moj,nwj","av,bh,dp,gr,ha,1p,mn,mo,nw","1","0","0"
"pop","j","Music CD","77","cd-country mcentire m141r     2005","602498847220","b2723526a","420909518534","2005","2005-12-05","Reba #1's [sound recording].","reba #1s sound recording","cd-country mcentire m141r     2005","","2019-06-05","2019-06-05","cva,1pa,nsa,wha","cv,1p,ns,wh","1","0","0"
"pop","q","Playaway","90","pl-spoken fiction kerr","9781490638317","b3007829a","420909802837","2014","2014-11-18","Prayer [electronic resource] : a novel","prayer electronic resource a novel","pl-spoken fiction kerr","","2019-05-05","2019-05-05","1pa,pra","1p,pr","1","0","0"
"pop","j","Music CD","77","cd-jazz pavone p339d     1997","035828020527","b1956851a","420908751859","1997","1999-02-12","Dancers tales [sound recording]","dancers tales sound recording","cd-jazz pavone p339d     1997","","2019-06-13","2019-06-13","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9780670885756","b1911477a","420908706485","1999","1999-06-28","One last dance","one last dance","fiction","","2019-05-30","2019-05-30","1fa,osa","1f,os","1","0","0"
"pop","j","Music CD","77","cd-gospel clark-cole c592s     2011","00015095722928","b2789618a","420909584626","2011","2011-09-27","I survived [sound recording]","i survived sound recording","cd-gospel clark-cole c592s     2011","","2019-04-05","2019-04-05","ava,dta,gra,1pa,mta","av,dt,gr,1p,mt","1","0","0"
"pop","i","Book on CD","70","cd-spoken 332.024 r183 g     2002","9780972004480","b2694409a","420909489417","2002","2007-02-08","The great misunderstanding [sound recording] : the power of giving","great misunderstanding sound recording the power of giving","cd-spoken 332.024 r183 g     2002","","2019-06-17","2019-06-17","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-jazz pavone p339s     1994","9322804522","b1344791a","420908139799","1994","1994-07-08","Song for (septet) [sound recording]","song for septet sound recording","cd-jazz pavone p339s     1994","","2019-06-13","2019-06-13","1pa","1p","1","0","0"
"pop","8","LP Record","82","lp-country strait s896hon     2019","602577402098","b3454639a","420910249647","2019","2019-05-23","Honky tonk time machine","honky tonk time machine","lp-country strait s896hon     2019","","2019-06-02","2019-06-02","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-popular disco d6112y     1990   v.       4","8122702752","b1325454a","420908120462","1992","1992-12-03","The Disco years. Vol. 4 [sound recording] : lost in music.","disco years vol 4 sound recording lost in music","cd-popular disco d6112y     1990   v.       4","","2019-06-27","2019-06-27","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-rock palmer p175b     2002","731458668824","b2220974a","420909015982","2002","2004-03-31","Best of both worlds [sound recording] : the Robert Palmer anthology (1974-2001)","best of both worlds sound recording the robert palmer anthology 1974 2001","cd-rock palmer p175b     2002","","2019-05-12","2019-05-12","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-soundtracks virgin v817     2000","607217702927","b1905632a","420908700640","2000","2001-09-06","The Virgin suicides [sound recording].","virgin suicides sound recording","cd-soundtracks virgin v817     2000","","2019-03-19","2019-03-19","ana,1pa","an,1p","1","0","0"
"pop","g","DVD","101","dvd comedy h8424     2013","031398165637","b2914670a","420909709678","2013","2013-11-26","House arrest [videorecording]","house arrest videorecording","dvd comedy h8424     2013","","2019-06-03","2019-06-03","bha,dpa,dta,epa,foa,gra,maa,1pa,nra,nsa,nwa,pra,wya","bh,dp,dt,ep,fo,gr,ma,1p,nr,ns,nw,pr,wy","1","0","0"
"pop","j","Music CD","77","cd-soundtracks christmas c555k     2004","720616249524","b2637158a","420909432166","2004","2006-11-07","Music from the motion picture Christmas with the Kranks [sound recording].","music from the motion picture christmas with the kranks sound recording","cd-soundtracks christmas c555k     2004","","2019-03-24","2019-03-24","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd tvadult s613s14     2011","024543718659","b3008079a","420909803087","2011","2014-11-25","The Simpsons. The fourteenth season [videorecording]","simpsons the fourteenth season videorecording","dvd tvadult s613s14     2011","v.01","2019-07-06","2019-07-06","cha,cra,mna,pla,sha,wya","ch,cr,mn,pl,sh,wy","1","0","0"
"pop","g","DVD","101","dvd 746.44 l438      2014","9781573674232","b3224254a","420910019262","2014","2017-01-10","Learn to embroider","learn to embroider","dvd 746.44 l438      2014","","2019-05-23","2019-05-23","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-rock grateful g771e     1972","07599272652","b2984446a","420909779454","1972","2014-08-15","Europe '72 [sound recording]","europe 72 sound recording","cd-rock grateful g771e     1972","","2019-04-23","2019-04-23","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd tvadult t7224     2013","030306790596","b2888047a","420909683055","2013","2013-10-09","A touch of Frost. The complete series.","touch of frost the complete series","dvd tvadult t7224     2013","v.02","2019-03-31","2019-03-31","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9780671226862","b2523348a","420909318356","1977","1992-03-22","Edith's diary.","ediths diary","fiction","","2019-03-04","2019-03-04","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd 940.5373 r3861     2001a","9781568557915","b2653889a","420909448897","2001","2006-11-17","Remember Pearl Harbor [videorecording] : America taken by surprise","remember pearl harbor videorecording america taken by surprise","dvd 940.5373 r3861     2001a","v.03","2019-06-27","2019-06-27","1pa,osa","1p,os","1","0","0"
"pop","8","LP Record","82","s 7023","","b2164130a","420908959138","1970","1992-03-22","Hot buttered soul. [Sound recording]","hot buttered soul sound recording","s 7023","","2018-05-11","2018-05-11","1fa","1f","1","0","0"
"pop","j","Music CD","77","cd-soundtracks walk w177m     1999","643443104128","b1986633a","420908781641","1999","1999-08-09","Music from the motion picture A walk on the moon [sound recording].","music from the motion picture a walk on the moon sound recording","cd-soundtracks walk w177m     1999","","2019-07-01","2019-07-01","dta,1pa","dt,1p","1","0","0"
"pop","a","Book","0","fiction","9780061362934","b2576343a","420909371351","2009","2009-02-23","All the colors of darkness","all the colors of darkness","fiction","","2019-05-30","2019-05-30","haa,1fa,rea","ha,1f,re","1","0","0"
"pop","j","Music CD","77","cd-rock benatar b456c     2006","094634844123","b2791007a","420909586015","2006","2012-07-26","Crimes of passion [sound recording]","crimes of passion sound recording","cd-rock benatar b456c     2006","","2019-06-26","2019-06-26","epa,1pa","ep,1p","1","0","0"
"pop","a","Book","0","204.4 s524 p","9781416589105","b2528223a","420909323231","2009","2009-01-15","The power of soul : the way to heal, rejuvenate, transform, and enlighten all life","power of soul the way to heal rejuvenate transform and enlighten all life","204.4 s524 p","","2018-10-08","2018-10-08","2ra,1pa","2r,1p","1","0","0"
"pop","j","Music CD","77","cd-rap g-eazy g1113t     2014","888430729728","b2985865a","420909780873","2014","2014-09-04","These things happen [sound recording]","these things happen sound recording","cd-rap g-eazy g1113t     2014","","2019-02-16","2019-02-16","ana,dta,haa,1pa,pra","an,dt,ha,1p,pr","1","0","0"
"pop","g","DVD","101","dvd tvadult g646s6     2006","9781424817092","b2536914a","420909331922","2006","2007-10-19","Good times. The complete sixth season [videorecording]","good times the complete sixth season videorecording","dvd tvadult g646s6     2006","v.01","2019-05-29","2019-05-29","dta,gea,lva,1pa,wha","dt,ge,lv,1p,wh","1","0","0"
"pop","g","DVD","101","dvd performance e561     2014","044007629154","b3162747a","420909957755","2014","2016-04-12","Encores! : great performances at the Met","encores great performances at the met","dvd performance e561     2014","","2019-06-18","2019-06-18","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9781601621474","b2626856a","420909421864","2009","2009-05-26","Back in the hood","back in the hood","fiction","","2019-04-22","2019-04-22","1pa,1fa","1p,1f","1","0","0"
"pop","j","Music CD","77","cd-popular songz s698c     2012","075678826191","b2790555a","420909585563","2012","2012-08-16","Chapter V [sound recording]","chapter v sound recording","cd-popular songz s698c     2012","","2018-12-05","2018-12-05","cva,foa,gea,gra,hpa,1pa,pra,wha","cv,fo,ge,gr,hp,1p,pr,wh","1","0","0"
"pop","g","DVD","101","dvd 918.20465 a691      2004","9781932702255","b2628976a","420909423984","2004","2008-05-06","Argentina [videorecording]","argentina videorecording","dvd 918.20465 a691      2004","","2019-06-26","2019-06-26","dpa,1pa,osa","dp,1p,os","1","0","0"
"pop","j","Music CD","77","cd-jazz sun s957si     2016","730003314827","b3258084a","420910053092","2016","2017-05-22","Singles : the definitive 45s collection, 1952-1991","singles the definitive 45s collection 1952 1991","cd-jazz sun s957si     2016","","2019-06-19","2019-06-19","1pa,sma","1p,sm","1","0","0"
"pop","g","DVD","101","dvd tvadult d1452s3     2005","9781419813276","b2994688a","420909789696","2005","2014-09-22","Dallas. The complete third season","dallas the complete third season","dvd tvadult d1452s3     2005","v.03","2019-05-10","2019-05-10","dta,gra,lva,wha","dt,gr,lv,wh","1","0","0"
"pop","g","DVD","101","dvd 364.152309 m289      2009","9781422950586","b2684537a","420909479545","2009","2009-09-01","Manson [videorecording]","manson videorecording","dvd 364.152309 m289      2009","","2019-06-05","2019-06-05","1pa,pla,pra,rea","1p,pl,pr,re","1","0","0"
"pop","j","Music CD","77","cd-rock allman a439w     1994","7464642322","b1446488a","420908241496","1994","1994-11-28","Where it all begins [sound recording]","where it all begins sound recording","cd-rock allman a439w     1994","","2019-05-19","2019-05-19","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-jazz byrd b995m     2000","081227599324","b1985760a","420908780768","2000","2001-04-06","Motor City scene [sound recording]","motor city scene sound recording","cd-jazz byrd b995m     2000","","2019-03-09","2019-03-09","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd comedy m6783     2010","883316126899","b2707621a","420909502629","2010","2011-04-05","Mr. Lucky [videorecording]","mr lucky videorecording","dvd comedy m6783     2010","","2019-06-22","2019-06-22","ava,1pa","av,1p","1","0","0"
"pop","a","Book","0","741.5 qw559 an     2009","9781600103438","b2543985a","420909338993","2009","2012-05-18","Angel : after the fall","angel after the fall","741.5 qw559 an     2009","v.06","2019-05-13","2019-05-13","1pa,nra","1p,nr","1","0","0"
"pop","j","Music CD","77","cd-blues shepherd s548t     2006","093624929420","b2719594a","420909514602","2006","2007-03-27","10 days out [sound recording] : blues from the backroads","10 days out sound recording blues from the backroads","cd-blues shepherd s548t     2006","","2019-06-17","2019-06-17","dta,gra,1pa","dt,gr,1p","1","0","0"
"pop","j","Music CD","77","cd-country tritt t839su     2007","00886970805421","b2984968a","420909779976","2007","2014-08-26","Super Hits : Travis Tritt [sound recording].","super hits travis tritt sound recording","cd-country tritt t839su     2007","","2019-06-18","2019-06-18","gra,1pa","gr,1p","1","0","0"
"pop","g","DVD","101","dvd 629.284407 c6141     2010","0628586748026","b2739208a","420909534216","","2012-06-20","Class A commercial driver license driving test [videorecording]","class a commercial driver license driving test videorecording","dvd 629.284407 c6141     2010","","2019-02-16","2019-02-16","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-popular carmichael c287h     1992","2083177862","b1317134a","420908112142","1992","1994-05-23","Hoagy Carmichael [sound recording]","hoagy carmichael sound recording","cd-popular carmichael c287h     1992","","2019-06-12","2019-06-12","1pa","1p","1","0","0"
"pop","8","LP Record","82","s 10254","7567814411","b1018962a","420907813970","1968","1992-03-22","Time peace : the Rascals' greatest hits [sound recording]","time peace the rascals greatest hits sound recording","s 10254","","2019-06-16","2019-06-16","1pa,1fa","1p,1f","1","0","0"
"pop","g","DVD","101","dvd comedy g751     2012","013132435398","b2884627a","420909679635","2012","2013-09-04","Grand Canyon [videorecording]","grand canyon videorecording","dvd comedy g751     2012","","2019-05-17","2019-05-17","bha,dta,1pa","bh,dt,1p","1","0","0"
"pop","j","Music CD","77","cd-rock creed c9134g     2004","601501310324","b2660894a","420909455902","2004","2009-07-22","Greatest hits [sound recording]","greatest hits sound recording","cd-rock creed c9134g     2004","","2019-02-23","2019-02-23","baa,1pa,sma","ba,1p,sm","1","0","0"
"pop","a","Book","0","fiction","9780609603826","b1833474a","420908628482","2000","2000-04-28","The forest : a novel","forest a novel","fiction","","2019-05-30","2019-05-30","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd action c948     2007","031398209270","b2701074a","420909496082","2007","2007-02-16","Crooked [videorecording]","crooked videorecording","dvd action c948     2007","","2017-03-21","2017-03-21","baa","ba","1","0","0"
"pop","l","Large Print","20","fiction","9780739328231","b2557053a","420909352061","2009","2009-01-16","The associate","associate","fiction","","2019-04-05","2019-04-05","1pa,osa,rea","1p,os,re","1","0","0"
"pop","j","Music CD","77","cd-popular watson w339f     2005","9780738932309","b2493558a","420909288566","2005","2007-09-06","The funk anthology [sound recording]","funk anthology sound recording","cd-popular watson w339f     2005","","2019-06-17","2019-06-17","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd drama f8291     2001","9780792177531","b1826126a","420908621134","2001","2002-09-05","Frankie and Johnny [videorecording]","frankie and johnny videorecording","dvd drama f8291     2001","","2019-05-29","2019-05-29","1pa,mwa,wha","1p,mw,wh","1","0","0"
"pop","8","LP Record","82","lpx 02912","7599241511","b1096127a","420907891135","1987","1992-03-22","Les Misérables [sound recording] : original Broadway cast recording","les misérables sound recording original broadway cast recording","lpx 02912","","2019-05-07","2019-05-07","1pa,1fa","1p,1f","1","0","0"
"pop","j","Music CD","77","cd-rap minaj m663pi     2014","602547087874","b3015468a","420909810476","2014","2014-12-17","The pinkprint","pinkprint","cd-rap minaj m663pi     2014","","2019-06-11","2019-06-11","baa,cva,dta,mda,1pa,mwa,nra,nsa,nwa,wha,wta,wya","ba,cv,dt,md,1p,mw,nr,ns,nw,wh,wt,wy","1","0","0"
"pop","j","Music CD","77","cd 9830","1005","b1900334a","420908695342","2000","2002-01-28","Viaticum [sound recording] : a journey of the mind, body, and soul.","viaticum sound recording a journey of the mind body and soul","cd 9830","","2019-02-21","2019-02-21","1fa","1f","1","0","0"
"pop","j","Music CD","77","cd-jazz ehrlich e33l     2003","5395720952","b2279193a","420909074201","2003","2004-05-27","Line on love [sound recording]","line on love sound recording","cd-jazz ehrlich e33l     2003","","2019-06-13","2019-06-13","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd 787.87193 e38       2006","822479033828","b2789474a","420909584482","2006","2011-09-20","Electric guitar lessons [videorecording] : beginners.","electric guitar lessons videorecording beginners","dvd 787.87193 e38       2006","","2019-05-07","2019-05-07","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd horror b712     2002","9780780636965","b2793380a","420909588388","2002","2012-09-14","Bones [videorecording]","bones videorecording","dvd horror b712     2002","","2019-03-09","2019-03-09","haa,1pa,wha,wta,wwa","ha,1p,wh,wt,ww","1","0","0"
"pop","g","DVD","101","dvd 791.437509 t784 a     2009","9780974709956","b2643651a","420909438659","2009","2009-07-07","Treasures IV [videorecording] : American avant garde film, 1947-1986","treasures iv videorecording american avant garde film 1947 1986","dvd 791.437509 t784 a     2009","","2019-06-27","2019-06-27","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9781601621931","b2670054a","420909465062","2009","2009-08-06","Reality check","reality check","fiction","","2018-03-03","2018-03-03","nra,pra,sba,wha,wta","nr,pr,sb,wh,wt","1","0","0"
"pop","g","DVD","101","dvd tvadult g4272s4 2009","9781415751121","b2821204a","420909616212","2009","2012-12-17","Ghost whisperer. The fourth season [videorecording]","ghost whisperer the fourth season videorecording","dvd tvadult g4272s4 2009","v.01","2019-05-02","2019-05-02","ava,cra,cva,dta,haa,1pa,mwa,nwa,pla,pra","av,cr,cv,dt,ha,1p,mw,nw,pl,pr","1","0","0"
"pop","j","Music CD","77","cd-rap tech t255st     2014","853435003418","b2964258a","420909759266","2014","2014-05-02","Strangeulation","strangeulation","cd-rap tech t255st     2014","","2019-05-12","2019-05-12","dta,1pa,mwa","dt,1p,mw","1","0","0"
"pop","g","DVD","101","dvd foreign cuba h966     2006","658769611731","b2514725a","420909309733","2006","2006-05-15","Entre ciclones [videorecording] = Hurricanes","entre ciclones videorecording hurricanes","dvd foreign cuba h966     2006","","2019-06-29","2019-06-29","1pa","1p","1","0","0"
"pop","g","DVD","101","dvd 781.66 u75       2010","883316195352","b2959289a","420909754297","2010","2014-04-10","Urgh! [videorecording] : a music war","urgh videorecording a music war","dvd 781.66 u75       2010","","2019-05-25","2019-05-25","1pa","1p","1","0","0"
"pop","a","Book","0","fiction","9780316080859","b2572181a","420909367189","2010","2010-09-02","Cold magic","cold magic","fiction","","2019-05-06","2019-05-06","haa,nsa,nwa,sma","ha,ns,nw,sm","1","0","0"
"pop","a","Book","0","fiction","9780727865786","b2590308a","420909385316","2008","2008-03-04","Murder in the park","murder in the park","fiction","","2019-06-11","2019-06-11","1fa","1f","1","0","0"
"pop","g","DVD","101","dvd 780.9 g786 mo     2005","675754797423","b2616894a","420909411902","2005","2006-11-01","The great composers. Wolfgang Amadeus Mozart [videorecording]","great composers wolfgang amadeus mozart videorecording","dvd 780.9 g786 mo     2005","","2019-06-08","2019-06-08","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-jazz miles m6434c     1998","6","b1507515a","420908302523","1998","1998-06-18","The complete Columbia studio recordings of the Miles Davis Quintet [sound recording]","complete columbia studio recordings of the miles davis quintet sound recording","cd-jazz miles m6434c     1998","","2019-06-22","2019-06-22","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-country late l351e     1992","11","b2579210a","420909374218","1992","2012-01-13","The late '80s [sound recording] : pure gold.","late 80s sound recording pure gold","cd-country late l351e     1992","","2019-06-23","2019-06-23","1pa","1p","1","0","0"
"pop","j","Music CD","77","cd-gospel men m534f     1999","048021801527","b2773985a","420909568993","1999","2007-07-24","Feels like rain [sound recording]","feels like rain sound recording","cd-gospel men m534f     1999","","2018-10-16","2018-10-16","1pa","1p","1","0","0"
